7,-1,LNWGLoeFPDWoCsqgbrx/lhCfyoI=,zfwJ1T0zVpSMCrmCTqJSNA2Im3U=
7,-2,LNWGLoeFPDWoCsqgbrx/lhCfyoI=,ZnC3gZZzdnj1lnhjfy31wpN0SGI=
7,-3,LNWGLoeFPDWoCsqgbrx/lhCfyoI=,s0Re+0qMVxg9xYYJEq3KHRDcz/Y=
7,-4,LNWGLoeFPDWoCsqgbrx/lhCfyoI=,NQ2DhvB9kmbqMZ+lQbmCsrRdYYQ=
7,-5,LNWGLoeFPDWoCsqgbrx/lhCfyoI=,NQ2DhvB9kmbqMZ+lQbmCsrRdYYQ=
7,-6,LNWGLoeFPDWoCsqgbrx/lhCfyoI=,bKcS8VRp7mBOetiIxnFbS5G/15I=
7,-7,LNWGLoeFPDWoCsqgbrx/lhCfyoI=,mHWnq5s9icz+Jo3gXxhpCN5LrZ8=
7,-8,LNWGLoeFPDWoCsqgbrx/lhCfyoI=,mHWnq5s9icz+Jo3gXxhpCN5LrZ8=
6,-2,LNWGLoeFPDWoCsqgbrx/lhCfyoI=,YQHKkGh5F7SeuBGs8HS/M71krKk=
6,-1,LNWGLoeFPDWoCsqgbrx/lhCfyoI=,thMsg+YqYL211BDnRXF2SlIZWjQ=
6,-4,LNWGLoeFPDWoCsqgbrx/lhCfyoI=,mVdz5bu9LvvW37qGeCR67EyrNPc=
6,-3,LNWGLoeFPDWoCsqgbrx/lhCfyoI=,Nsdrq3PIao2sfd9c442VpUFfj+8=
6,-6,LNWGLoeFPDWoCsqgbrx/lhCfyoI=,6OOLW5NZU0Anr9azDWlcnX+a8es=
6,-5,LNWGLoeFPDWoCsqgbrx/lhCfyoI=,jWz5XrS9cw5lqBJeXeLf8xaIXvM=
6,-8,LNWGLoeFPDWoCsqgbrx/lhCfyoI=,iDCaRbhkDvEQfR5ZVmmdBpJVtqY=
6,-7,LNWGLoeFPDWoCsqgbrx/lhCfyoI=,aiV6jnlblozOg3Rbcz6iqaFv6a0=
5,-3,LNWGLoeFPDWoCsqgbrx/lhCfyoI=,PlulyK0xEudtsLaR7gsUMArEu/k=
5,-4,LNWGLoeFPDWoCsqgbrx/lhCfyoI=,D8t8hWfkeaBgHk/yTZ9eFINPWIk=
5,-1,LNWGLoeFPDWoCsqgbrx/lhCfyoI=,z+b6qBc374TL+Oa0UYjNkX6UTQs=
5,-2,LNWGLoeFPDWoCsqgbrx/lhCfyoI=,vDdw3RgVLe9XXawcY8vTkjgkglk=
5,-7,LNWGLoeFPDWoCsqgbrx/lhCfyoI=,4U3nm5zIOr2fq1u1AArFAxAkQxI=
5,-8,LNWGLoeFPDWoCsqgbrx/lhCfyoI=,WzGdkN5xbP3NAevO3/OKWodn0LE=
5,-5,LNWGLoeFPDWoCsqgbrx/lhCfyoI=,DiS3Rp/fYunoyIEKqtsIhX3EwcM=
5,-6,LNWGLoeFPDWoCsqgbrx/lhCfyoI=,mHWnq5s9icz+Jo3gXxhpCN5LrZ8=
4,-4,LNWGLoeFPDWoCsqgbrx/lhCfyoI=,+FuJSi4PyV/llfge/dpyNJngybc=
4,-3,gnF9RTxH/To1bKOgaGDoq4e4Tco=,CSpwRJlYDpJVmZbOGMEbcMCbS4w=
4,-2,gnF9RTxH/To1bKOgaGDoq4e4Tco=,CSpwRJlYDpJVmZbOGMEbcMCbS4w=
